title,code,url,types,featured,applications_open,applications_close,intake,duration,fees,area_of_interest
Building Services,(FMT101),https://www.suss.edu.sg/courses/detail/fmt101,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Built Environment
Business Economics and Public Policy,(ECO631),https://www.suss.edu.sg/courses/detail/eco631,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$7875,Business Administration
Calculus,(MTH109),https://www.suss.edu.sg/courses/detail/mth109,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Case Management in Eldercare,(GER524),https://www.suss.edu.sg/courses/detail/ger524,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Gerontology
Change Management and Corporate Sustainability Transformation,(ESG503),https://www.suss.edu.sg/courses/detail/esg503,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Others
Child Development and Early Childhood Curriculum: Shifts in Research and Practice,(CET501),https://www.suss.edu.sg/courses/detail/cet501,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,General Studies
Childhood: Global Perspectives,(ECE368),https://www.suss.edu.sg/courses/detail/ece368,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Adult Learning
China Financial Markets,(FIN527),https://www.suss.edu.sg/courses/detail/fin527,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Finance
Chinese-English Simultaneous Interpretation,(CTI301),https://www.suss.edu.sg/courses/detail/cti301,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Linguistics and Languages
Circular Economy for a Sustainable Future,(ESG531),https://www.suss.edu.sg/courses/detail/esg531,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Others
Classical Social Thought,(SOC307),https://www.suss.edu.sg/courses/detail/soc307,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Climate Policies and Carbon Markets,(ESG511),https://www.suss.edu.sg/courses/detail/esg511,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Others
Carbon Management – A Systematic Approach to Manage Greenhouse Gas Emissions,(CET258),https://www.suss.edu.sg/courses/short-course/detail/cet258,"Short Course, SkillsFuture Series",TRUE,14-Mar-25,19-Jun-25,10-Jul-25,2 days,$1400,Others
Introduction to Generative Artificial Intelligence (AI),(CET175),https://www.suss.edu.sg/courses/short-course/detail/introduction-to-generative-artificial-intelligence-(ai),"Short Course, SkillsFuture Series",TRUE,12-Sep-24,13-Nov-24,04-Dec-24,1 day,$700,Information Technology
Text Mining and Big Data for Decision Making,(CET106),https://www.suss.edu.sg/courses/short-course/detail/cet106,"Short Course, SkillsFuture Series",FALSE,01-Aug-24,16-Apr-25,07-May-25,1 day,$650,Business Administration
Visualisation for Decision Making,(CET104),https://www.suss.edu.sg/courses/short-course/detail/cet104,"Short Course, SkillsFuture Series",FALSE,05-Aug-24,09-May-25,30-May-25,1 day,$650,Business Administration
Human Development: A Psychosocial Approach (Classroom & Synchronous),(CET333),https://www.suss.edu.sg/courses/short-course/detail/human-development-a-psychosocial-approach,Short Course,FALSE,13-Aug-24,15-Jul-25,05-Aug-25,4 days,$2400,Social Services
Data Mining for Decision Making,(CET105),https://www.suss.edu.sg/courses/short-course/detail/cet105,"Short Course, SkillsFuture Series",FALSE,05-Sep-24,31-Oct-25,21-Nov-25,1 day,$650,Business Administration
Using Lego Building Blocks for Team Building and Leadership Training,(CET152),https://www.suss.edu.sg/courses/short-course/detail/CET152,Short Course,FALSE,05-Sep-24,01-May-25,22-May-25,1 day,$700,General Studies
Counselling Children and Adolescents (Classroom & Synchronous),(CET335),https://www.suss.edu.sg/courses/short-course/detail/counselling-children-and-adolescents,Short Course,FALSE,23-Oct-24,22-Apr-25,13-May-25,4 days,$2400,Social Services
Angel Investing: Navigating Opportunities and Risk,(CET186),https://www.suss.edu.sg/courses/short-course/detail/angel-investing-navigating-opportunities-and-risk,"Short Course, SkillsFuture Series",FALSE,28-Oct-24,18-Jun-25,09-Jul-25,3 days,$2100,Business Administration
Technology Risk in Artificial Intelligence,(CET287),https://www.suss.edu.sg/courses/short-course/detail/technology-risk-in-artificial-intelligence,"Short Course, SkillsFuture Series",FALSE,01-Nov-24,22-Apr-25,13-May-25,2 days,$1400,Business Administration
Generative Artificial Intelligence (AI) in Finance,(CET283),https://www.suss.edu.sg/courses/short-course/detail/generative-artificial-intelligence-(ai)-in-finance,"Short Course, SkillsFuture Series",FALSE,18-Dec-24,08-Jul-25,29-Jul-25,2 days,$1400,Information Technology
Cloud Computing for Managers 1,(CET201),https://www.suss.edu.sg/courses/short-course/detail/cet201,"Short Course, SkillsFuture Series",FALSE,19-Dec-24,23-Apr-25,14-May-25,1 day,$650,Science and Technology
Cloud Computing for Managers 2,(CET301),https://www.suss.edu.sg/courses/short-course/detail/cet301,"Short Course, SkillsFuture Series",FALSE,19-Dec-24,14-May-25,04-Jun-25,1 day,$650,Science and Technology
Counselling on Ageing Family Issues (Classroom & Synchronous),(CET340),https://www.suss.edu.sg/courses/short-course/detail/counselling-on-ageing-family-issues-(classroom-synchronous),Short Course,FALSE,20-Dec-24,29-Apr-25,20-May-25,4 days,$2400,"Business Administration, International Trade, Science and Technology"
Structural Family Therapy (Classroom & Synchronous),(CET338),https://www.suss.edu.sg/courses/short-course/detail/structural-family-therapy,Short Course,FALSE,20-Dec-24,15-Apr-25,06-May-25,4 days,$2400,Social Services
Change Management for Sustainability,(CET284),https://www.suss.edu.sg/courses/short-course/detail/change-management-for-sustainability,"Short Course, SkillsFuture Series",FALSE,27-Dec-24,06-Aug-25,27-Aug-25,1 day,$700,Business Administration
Corporate Governance for a Sustainable Future,(CET260),https://www.suss.edu.sg/courses/short-course/detail/cet260,"Short Course, SkillsFuture Series",FALSE,20-Jan-25,24-Apr-25,15-May-25,2 days,$1400,Finance
Growing Your Small Business,(CET137),https://www.suss.edu.sg/courses/short-course/detail/cet137,"Short Course, SkillsFuture Series",FALSE,26-Jan-25,27-Sep-25,18-Oct-25,2 days,$1400,Business Administration
Introduction to Sustainable Investments,(CET178),https://www.suss.edu.sg/courses/short-course/detail/introduction-to-sustainable-investments,"Short Course, SkillsFuture Series",FALSE,29-Jan-25,23-Jun-25,14-Jul-25,1 day,$700,Others
Managing Profitability,(CET229),https://www.suss.edu.sg/courses/short-course/detail/cet229,"Short Course, SkillsFuture Series",FALSE,02-Feb-25,11-Oct-25,01-Nov-25,1 day,$700,Business Administration
Content Creation & Storytelling Using Generative AI,(CET285),https://www.suss.edu.sg/courses/short-course/detail/content-creation-storytelling-using-generative-ai,"Short Course, SkillsFuture Series",FALSE,04-Feb-25,05-May-25,26-May-25,1 day,$700,Information Technology
Accelerating Business Growth for Heartland Merchants,(CET182),https://www.suss.edu.sg/courses/short-course/detail/accelerating-business-growth-for-heartland-merchants,"Short Course, SkillsFuture Series",FALSE,12-Feb-25,15-Apr-25,06-May-25,1 day,$700,Business Administration
Introduction to Cybersecurity,(CET102),https://www.suss.edu.sg/courses/short-course/detail/cet102,"Short Course, SkillsFuture Series",FALSE,12-Feb-25,30-Jul-25,20-Aug-25,1 day,$650,Science and Technology
Net-Zero Investing Strategies,(CET286),https://www.suss.edu.sg/courses/short-course/detail/net-zero-investing-strategies,"Short Course, SkillsFuture Series",FALSE,19-Feb-25,28-Jul-25,18-Aug-25,1 day,$700,Business Administration
Peak Performance: Achieving Success in Life,(CET181),https://www.suss.edu.sg/courses/short-course/detail/peak-performance-achieving-success-in-life,"Short Course, SkillsFuture Series",FALSE,20-Feb-25,28-Apr-25,19-May-25,2 days,$1400,Others
S.O.M.E. Team Management is just Football,(CET230),https://www.suss.edu.sg/courses/short-course/detail/cet230,"Short Course, SkillsFuture Series",FALSE,23-Feb-25,25-Oct-25,15-Nov-25,1 day,$700,Business Administration
C3A Curriculum on Mental Well-being – Riding the Waves of Change Smiling,(CETW005),https://www.suss.edu.sg/courses/short-course/detail/c3a-curriculum-on-mental-well-being-riding-the-waves-of-change-smiling,Short Course,FALSE,26-Feb-25,28-Jun-25,19-Jul-25,1 day,$100,Others
Cybersecurity – Application Security by Design,(CET202),https://www.suss.edu.sg/courses/short-course/detail/cet202,"Short Course, SkillsFuture Series",FALSE,26-Feb-25,13-Aug-25,03-Sep-25,1 day,$650,Science and Technology
Sustainability Reporting - Global Frameworks and Implementation Roadmap,(CET259),https://www.suss.edu.sg/courses/short-course/detail/cet259,"Short Course, SkillsFuture Series",FALSE,28-Feb-25,05-May-25,26-May-25,2 days,$1400,Others
Branding Strategies & Planning Using Social Media,(CET307),https://www.suss.edu.sg/courses/short-course/detail/cet307,"Short Course, SkillsFuture Series",FALSE,07-Mar-25,13-May-25,03-Jun-25,2 days,$1300,Business Administration
Mastering Generative Artificial Intelligence (Gen AI) Tools to Boost Workplace Efficiency,(CET194),https://www.suss.edu.sg/courses/short-course/detail/mastering-generative-artificial-intelligence-(gen-ai)-tools-to-boost-workplace-efficiency,"Short Course, SkillsFuture Series",FALSE,10-Mar-25,20-Aug-25,10-Sep-25,1 day,$875,Information Technology
Customer Service Excellence,(CET270),https://www.suss.edu.sg/courses/short-course/detail/customer-service-excellence,Short Course,FALSE,12-Mar-25,21-Aug-25,11-Sep-25,1 day,$700,Business Administration
Couple Counselling: Emotionally - Focused Couple Therapy (Classroom & Synchronous),(CET339),https://www.suss.edu.sg/courses/short-course/detail/couple-counselling-emotionally-focused-couple-therapy,Short Course,FALSE,13-Mar-25,11-Aug-25,01-Sep-25,4 days,$2400,Social Services
Basic Investigation (Synchronous e-Learning),(CET157),https://www.suss.edu.sg/courses/short-course/detail/CET157,Short Course,FALSE,18-Mar-25,29-May-25,19-Jun-25,2 days,$1400,Business Administration
Cybersecurity – A Holistic Approach,(CET302),https://www.suss.edu.sg/courses/short-course/detail/cet302,"Short Course, SkillsFuture Series",FALSE,19-Mar-25,17-Sep-25,01-Oct-25,1 day,$650,Science and Technology
ChatBot Customisation,(CET196),https://www.suss.edu.sg/courses/short-course/detail/chatbot-customisation,"Short Course, SkillsFuture Series",FALSE,20-Mar-25,24-Sep-25,15-Oct-25,2 days,$1750,Information Technology
Cloud Computing for all (Synchronous e-Learning),(CET101),https://www.suss.edu.sg/courses/short-course/detail/cet101,"Short Course, SkillsFuture Series",FALSE,20-Mar-25,03-Sep-25,24-Sep-25,1 day,$650,Science and Technology
Counselling in a Multicultural Context (Classroom & Synchronous),(CET334),https://www.suss.edu.sg/courses/short-course/detail/counselling-in-a-multicultural-context,Short Course,FALSE,20-Mar-25,29-Apr-25,20-May-25,4 days,$2400,Social Services
Marketing for Small Online Business (Synchronous e-Learning),(CET142),https://www.suss.edu.sg/courses/short-course/detail/cet142,"Short Course, SkillsFuture Series",FALSE,21-Mar-25,25-Sep-25,16-Oct-25,1 day,$700,Business Administration
Embracing ESG: Aligning with the Revised Code of Governance for Charities in Singapore,(CET185),https://www.suss.edu.sg/courses/short-course/detail/embracing-esg-aligning-with-the-revised-code-of-governance-for-charities-in-singapore,"Short Course, SkillsFuture Series",FALSE,22-Mar-25,29-Jul-25,19-Aug-25,1 day,$700,Others
Competency - Based Interview and Selection Technique,(CET173),https://www.suss.edu.sg/courses/short-course/detail/competency---based-interview-and-selection-technique,Short Course,FALSE,27-Mar-25,09-Sep-25,30-Sep-25,1 day,$700,"Business Administration, International Trade, Science and Technology"
Foundations of Customer Success,(CETW008),https://www.suss.edu.sg/courses/short-course/detail/foundations-of-customer-success,Short Course,FALSE,27-Mar-25,12-Apr-25,26-Apr-25,1 day,$950,Others
Systemic Design & Complex Systems Transformation for Social Systems,(CET288),https://www.suss.edu.sg/courses/short-course/detail/systemic-design-complex-systems-transformation-for-social-systems,"Short Course, SkillsFuture Series",FALSE,08-Apr-25,25-Aug-25,15-Sep-25,3 days,$2100,Business Administration
Essentials of ESG Risk Management,(CET179),https://www.suss.edu.sg/courses/short-course/detail/essentials-of-esg-risk-management,"Short Course, SkillsFuture Series",FALSE,09-Apr-25,25-Aug-25,15-Sep-25,1 day,$700,Business Administration
Resilience for Change,(CET133),https://www.suss.edu.sg/courses/short-course/detail/cet133,Short Course,FALSE,09-Apr-25,24-Sep-25,15-Oct-25,2 days,$1400,Science and Technology
Accounting Analytics,(ACC353),https://www.suss.edu.sg/courses/detail/acc353,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1629,Business Administration
Accounting for Business Decisions,(MGT565),https://www.suss.edu.sg/courses/detail/mgt565,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Adolescents and Youth with Special Educational Needs,(SPE311),https://www.suss.edu.sg/courses/detail/spe311,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Special Education
Advance Care Planning and End-of-Life Issues,(GER302),https://www.suss.edu.sg/courses/detail/ger302,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Gerontology
Advanced Assurance and Attestation,(ACC306),https://www.suss.edu.sg/courses/detail/acc306,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1629,Business Administration
Advanced Audio Music Technology,(MTD309),https://www.suss.edu.sg/courses/detail/mtd309,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Digital Media
Advanced Calculus,(MTH318),https://www.suss.edu.sg/courses/detail/mth318,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Advanced Couple Therapy,(COU506),https://www.suss.edu.sg/courses/detail/cou506,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Social Services
Advanced Financial Reporting,(ACC302),https://www.suss.edu.sg/courses/detail/acc302,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1629,Business Administration
Advanced Mathematical Optimisation,(MTH356),https://www.suss.edu.sg/courses/detail/mth356,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Advanced Systemic Family Therapy,(COU502),https://www.suss.edu.sg/courses/detail/cou502,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Social Services
Aerospace Dynamics,(EAS301),https://www.suss.edu.sg/courses/detail/eas301,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1936,Science and Technology
Aerospace Management,(EAS101),https://www.suss.edu.sg/courses/detail/eas101,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Aerospace Vehicles Design,(EAS411),https://www.suss.edu.sg/courses/detail/eas411,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1936,Science and Technology
Ageing and Informatics,(GER401),https://www.suss.edu.sg/courses/detail/ger401,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Gerontology
Ageing and Society,(SOC331),https://www.suss.edu.sg/courses/detail/soc331,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Ageing and Society in Asia,(GER502),https://www.suss.edu.sg/courses/detail/ger502,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Gerontology
Ageing and Society: A Multi-Disciplinary Perspective,(GER301),https://www.suss.edu.sg/courses/detail/ger301,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Gerontology
